,epoch,train_loss,train_acc,val_loss,val_acc
0,1,1.0529456179020769,0.5737179487179487,1.4334261970737068,0.37349397590361444
1,2,0.7451584531089007,0.7211538461538461,1.2913619270274732,0.5481927710843374
2,3,0.6547470769639743,0.7243589743589743,0.4145547762603431,0.8493975903614458
3,4,0.6082981703645092,0.7564102564102564,0.4807932232745014,0.7409638554216867
4,5,0.48300302003399803,0.8108974358974359,0.4991211416796344,0.8132530120481928
5,6,0.5089159067404472,0.7884615384615384,0.5051648047062182,0.7891566265060241
6,7,0.4239621662487418,0.8108974358974359,0.2798243621167873,0.8795180722891566
7,8,0.3591533639168335,0.844017094017094,0.2697694510886311,0.891566265060241
8,9,0.4041620869252641,0.8408119658119658,0.12405583834809789,0.9698795180722891
9,10,0.3115826792131036,0.8782051282051282,0.39630059462179346,0.8734939759036144
10,11,0.3360104905599255,0.8707264957264957,1.5534233690247603,0.43373493975903615
11,12,0.2835952751969887,0.8910256410256411,0.35267532286571807,0.8373493975903614
12,13,0.2961654937747171,0.8824786324786325,0.3988174830280393,0.8493975903614458
13,14,0.2969889019505452,0.8931623931623932,0.16529296668985077,0.9578313253012049
14,15,0.28502277089125017,0.8952991452991453,0.28110971585323513,0.9036144578313253
15,16,0.23680560196102676,0.905982905982906,0.13013137562497065,0.9578313253012049
16,17,0.21761558381682736,0.9188034188034188,2.18418418091681,0.463855421686747
17,18,0.22685948418358626,0.9027777777777778,0.10449264214838941,0.9578313253012049
18,19,0.29361227296797904,0.8824786324786325,0.23262563448581083,0.8975903614457831
19,20,0.2715774571238938,0.8942307692307693,0.08743332087932075,0.9578313253012049
20,21,0.18997099821976685,0.9177350427350427,0.06513974009270025,0.9759036144578314
21,22,0.21614617753331944,0.9198717948717948,1.9863098837117887,0.7048192771084337
22,23,0.19466673210263252,0.9241452991452992,0.05348784600047735,0.9759036144578314
23,24,0.1865166611969471,0.9305555555555556,0.031518421568277395,0.9939759036144579
24,25,0.18685567268501904,0.9305555555555556,0.11988603375656079,0.9759036144578314
25,26,0.20645578035106094,0.9123931623931624,0.08530473112995979,0.9698795180722891
26,27,0.212571528345599,0.9209401709401709,0.10804581497505197,0.9698795180722891
27,28,0.16624268201195588,0.9337606837606838,0.3223177433023537,0.8975903614457831
28,29,0.19386475272792375,0.9220085470085471,0.046826846386386616,0.9698795180722891
29,30,0.2255509451536809,0.9177350427350427,0.10985552899879979,0.963855421686747
30,31,0.16308771236405029,0.9348290598290598,0.09619895507776492,0.9578313253012049
31,32,0.17520570955476014,0.9337606837606838,0.038712792139591896,0.9879518072289156
32,33,0.145517741456249,0.9508547008547008,0.13839165178201968,0.9698795180722891
33,34,0.17641331047072248,0.9348290598290598,0.44906614941117706,0.8072289156626506
34,35,0.19357988064698242,0.9316239316239316,0.02834415621113779,0.9879518072289156
35,36,0.1544068093743112,0.9423076923076923,0.18885122917040517,0.9457831325301205
36,37,0.12270855936774258,0.9476495726495726,0.38649017549616393,0.8493975903614458
37,38,0.14057397300188065,0.9401709401709402,0.26916614641645437,0.9096385542168675
38,39,0.17489428171035598,0.9284188034188035,6.280425671365308,0.43373493975903615
39,40,0.16793260383972172,0.9423076923076923,0.3720738557739569,0.8554216867469879
40,41,0.1529260188404281,0.936965811965812,0.14902136039982114,0.9457831325301205
41,42,0.15726930846191817,0.9455128205128205,0.04971279590322831,0.9879518072289156
42,43,0.11299502581231675,0.9572649572649573,0.6266305358910385,0.8132530120481928
43,44,0.12266985150211948,0.9497863247863247,0.2653449133078613,0.9036144578313253
44,45,0.12277973766864861,0.9519230769230769,0.1298399721769988,0.9518072289156626
45,46,0.16266685680060064,0.9348290598290598,0.21909056170071176,0.9096385542168675
46,47,0.11826170771382749,0.9540598290598291,0.04573187488438933,0.9698795180722891
47,48,0.1371838965263786,0.9519230769230769,0.048577950808163683,0.9879518072289156
48,49,0.15584453331480214,0.9423076923076923,0.27080190560168876,0.8975903614457831
49,50,0.12166046012011436,0.9572649572649573,0.13619987038681172,0.9578313253012049
50,51,0.15166986417972436,0.9423076923076923,0.26634024580658544,0.9036144578313253
51,52,0.13704835254525355,0.9497863247863247,0.03917740350045196,0.9879518072289156
52,53,0.11829336057022466,0.9540598290598291,0.024692078741045728,0.9939759036144579
53,54,0.0868488035788286,0.9636752136752137,0.08136212060233801,0.963855421686747
54,55,0.10410842237899363,0.9594017094017094,0.030332497894384088,0.9879518072289156
55,56,0.09738883517003792,0.9604700854700855,0.0743212295227529,0.963855421686747
56,57,0.17088519636604746,0.9433760683760684,0.15380649025595522,0.9457831325301205
57,58,0.20359373635659783,0.9241452991452992,0.12923590049351963,0.9518072289156626
58,59,0.14966653544708328,0.9412393162393162,0.04583441878699593,0.9879518072289156
59,60,0.1362386507029503,0.9465811965811965,0.0576585006986031,0.9819277108433735
60,61,0.12822645131530144,0.9519230769230769,0.1164560820852675,0.9397590361445783
61,62,0.10180711926955541,0.9604700854700855,0.024080358587866186,0.9879518072289156
62,63,0.11401948466960152,0.9551282051282052,0.059938443638701024,0.9819277108433735
63,64,0.08847825224037771,0.969017094017094,0.03175775353246243,0.9879518072289156
64,65,0.1062188071151406,0.9561965811965812,2.7324824459320842,0.5783132530120482
65,66,0.16558030176655217,0.9337606837606838,0.2752861925638208,0.9397590361445783
66,67,0.16018543209312325,0.9337606837606838,0.04343546489817034,0.9819277108433735
67,68,0.1575779394735977,0.9401709401709402,0.6856553497158308,0.6807228915662651
68,69,0.11837873412138325,0.9583333333333334,0.08380737906942345,0.9819277108433735
69,70,0.10668758808840383,0.9615384615384616,0.18064953526042923,0.9397590361445783
70,71,0.11936180529547698,0.9551282051282052,0.023293564095180942,0.9939759036144579
71,72,0.10778696766375738,0.9572649572649573,0.05769907507697482,0.9879518072289156
72,73,0.1312391568148919,0.9572649572649573,0.02321928227588723,0.9939759036144579
73,74,0.126027337926582,0.9529914529914529,0.18892832362360112,0.9578313253012049
74,75,0.11984472060023602,0.9594017094017094,0.07523100806582282,0.9759036144578314
75,76,0.11919446869642805,0.9529914529914529,0.0561124461542375,0.9759036144578314
76,77,0.09007892094678797,0.969017094017094,0.040420866091272066,0.9879518072289156
77,78,0.09864786216768168,0.9583333333333334,0.02198709185527305,0.9939759036144579
78,79,0.0778141631981579,0.9711538461538461,0.07891494897936698,0.9759036144578314
79,80,0.0667549703621416,0.9786324786324786,0.031015050663814835,0.9819277108433735
80,81,0.06603422515899322,0.9743589743589743,0.16956556866492914,0.963855421686747
81,82,0.08199935686040544,0.9658119658119658,0.1487699811093852,0.9457831325301205
82,83,0.1237360616964367,0.9508547008547008,0.3102628805870909,0.8975903614457831
83,84,0.11157317353822922,0.9594017094017094,0.06214916201850761,0.9698795180722891
84,85,0.10755278537902287,0.9561965811965812,4.439800566828427,0.5903614457831325
85,86,0.10827024622772963,0.9604700854700855,0.08973568586849881,0.963855421686747
86,87,0.10113019184446183,0.9604700854700855,0.11204553144088462,0.9457831325301205
87,88,0.15156737587146335,0.9465811965811965,0.15889387371138883,0.9698795180722891
88,89,0.09602501004010881,0.9636752136752137,0.022993017135473852,0.9939759036144579
89,90,0.08519920729834712,0.969017094017094,0.01874275021063146,0.9939759036144579
90,91,0.09015269489698428,0.9615384615384616,0.05417630573629992,0.9698795180722891
91,92,0.09342334816879513,0.9647435897435898,0.01346748526593119,1.0
92,93,0.0880639337464946,0.967948717948718,0.028370896324521996,0.9819277108433735
93,94,0.0585974829135289,0.9775641025641025,0.02282696783922255,0.9939759036144579
94,95,0.0814632207551829,0.9722222222222222,0.0544143111592787,0.9759036144578314
95,96,0.07054291879837164,0.9743589743589743,0.039463142253139294,0.9759036144578314
96,97,0.0707839328822309,0.9818376068376068,0.011329300055241747,0.9939759036144579
97,98,0.06475817121691622,0.967948717948718,8.20178169735575,0.5120481927710844
98,99,0.08818348575880657,0.9764957264957265,0.966225324462095,0.7650602409638554
99,100,0.07398199316082617,0.9732905982905983,0.05072141369365383,0.9819277108433735
100,101,0.15311643545973605,0.9476495726495726,0.03504835745405561,0.9819277108433735
101,102,0.09524644179648514,0.9615384615384616,0.16466153365031633,0.9698795180722891
102,103,0.10355432839251234,0.9583333333333334,0.1554383388181486,0.9518072289156626
103,104,0.07921630469292908,0.9743589743589743,0.019124082694746854,0.9939759036144579
104,105,0.06832941584052298,0.9732905982905983,0.011979758796662592,0.9939759036144579
105,106,0.07304478052735203,0.9658119658119658,0.2125466048325602,0.9397590361445783
106,107,0.09624423122554386,0.9626068376068376,0.05525288577442361,0.9819277108433735
107,108,0.078800566978871,0.9711538461538461,0.022930116333893483,0.9939759036144579
108,109,0.04302320692498805,0.9882478632478633,0.20639439208103216,0.9578313253012049
109,110,0.06886054697482041,0.9775641025641025,0.0609859054126797,0.9759036144578314
110,111,0.0890925242841812,0.9647435897435898,0.014428960377596752,0.9879518072289156
111,112,0.05928284373781565,0.9797008547008547,0.025534178069747268,0.9819277108433735
112,113,0.05386748117142183,0.9764957264957265,0.015483752638997992,0.9939759036144579
113,114,0.06701156291400351,0.9764957264957265,0.018718573899553812,0.9879518072289156
114,115,0.08576542151533462,0.9722222222222222,0.11919781782366358,0.9759036144578314
115,116,0.08440971417427537,0.967948717948718,0.02862768328802177,0.9939759036144579
116,117,0.06938353632734615,0.9722222222222222,0.02864629509574862,0.9819277108433735
117,118,0.07837657537705944,0.9711538461538461,0.02284938270912425,0.9939759036144579
118,119,0.0525698292767629,0.9807692307692307,0.01636887895193926,0.9939759036144579
119,120,0.06238982680261577,0.9743589743589743,0.21084216296567737,0.9457831325301205
120,121,0.06435677346031544,0.9732905982905983,0.021411266720029902,0.9939759036144579
121,122,0.07561784556285495,0.9722222222222222,2.757879979312805,0.6566265060240963
122,123,0.07034132046471113,0.9732905982905983,0.03676807166602441,0.9819277108433735
123,124,0.08392440661653813,0.9626068376068376,0.032111725054851964,0.9879518072289156
124,125,0.054648766525965814,0.9786324786324786,0.23941132285603642,0.9096385542168675
125,126,0.08411317032375136,0.9764957264957265,0.18736581406435288,0.9457831325301205
126,127,0.06487506386178735,0.9829059829059829,0.11804736193047624,0.9698795180722891
127,128,0.07759549492038786,0.9658119658119658,0.012027389703751359,1.0
128,129,0.08450199690967072,0.9668803418803419,0.19258092326370493,0.9518072289156626
129,130,0.05280094280823181,0.9850427350427351,0.08370261262938582,0.963855421686747
130,131,0.0649149722182409,0.9754273504273504,0.037406046855084835,0.9879518072289156
131,132,0.059860947490590864,0.9797008547008547,0.07217949781869622,0.9698795180722891
132,133,0.09316557957948643,0.9615384615384616,0.07427814772073159,0.9759036144578314
133,134,0.08030260108624411,0.9732905982905983,0.023995859273112707,0.9939759036144579
134,135,0.08713748868381194,0.9626068376068376,0.07242668494346431,0.9698795180722891
135,136,0.09538313892267455,0.9626068376068376,0.04056548208977051,0.9819277108433735
136,137,0.09828612856740543,0.9615384615384616,0.096353101315583,0.963855421686747
137,138,0.07668853620603933,0.9754273504273504,0.04196311747567304,0.9819277108433735
138,139,0.07907740705472938,0.9647435897435898,0.03853818375802322,0.9819277108433735
139,140,0.11032765541793936,0.9561965811965812,0.04242103236039509,0.9879518072289156
140,141,0.06781391441028849,0.9722222222222222,0.03883116181819934,0.9879518072289156
141,142,0.08171924401441652,0.9754273504273504,0.08757703871091335,0.9698795180722891
142,143,0.051188819917408215,0.9850427350427351,0.23482632046888666,0.9578313253012049
143,144,0.04988491389568958,0.9829059829059829,0.019526852527065132,0.9939759036144579
144,145,0.05804734548032915,0.9807692307692307,8.080421049261977,0.6506024096385542
145,146,0.06066948379157111,0.9754273504273504,0.00952949293080389,0.9939759036144579
146,147,0.06990833831872097,0.9764957264957265,0.05371894008694807,0.9759036144578314
147,148,0.07533535381317359,0.9754273504273504,0.9659563957148868,0.8554216867469879
148,149,0.07037912306999314,0.9754273504273504,0.11176473369010363,0.9578313253012049
149,150,0.06061534507503986,0.9754273504273504,0.020010740538769913,0.9939759036144579
